779,3517.32,595.73,32.60999999999970,66.18000000000000,3591.31,513.29,17.860000000000100,39.35000000000000,4661.39,673.99,45.26999999999950,86.08000000000000,3978.84,702.6,46.92000000000010,88.77000000000000,4081.81,590.64,40.559999999999900,60.51000000000000,4071.31,554.78,26.38999999999990,39.80000000000010,4225.71,524.06,25.67000000000010,46.29000000000010,4580.48,603.37,41.44000000000050,64.01000000000000,4212.57,531.99,27.360000000000600,41.25,3955.1,492.22,17.559999999999900,34.040000000000000,3539.82,610.3,33.290000000000000,74.12,4209.65,592.88,48.32000000000060,79.24000000000000,3811.54,567.88,39.51000000000020,61.60000000000000,4170.59,546.47,26.46000000000000,48.63,3938.0,527.35,27.69000000000010,42.26000000000000,3493.32,563.11,37.64999999999960,66.38,3531.58,518.29,18.090000000000100,39.57000000000010,3720.06,495.16,20.42999999999980,36.53000000000000,4106.42,523.66,24.10999999999970,40.17000000000010,2966.58,526.85,26.76000000000020,42.24000000000000,4358.62,566.63,14.449999999999800,12.030000000000000,4111.18,545.45,26.969999999999300,47.42000000000000,4356.25,555.75,21.86999999999990,40.690000000000100
780,3516.81,595.5,32.45000000000030,65.93000000000000,3590.81,513.02,17.809999999999900,39.26000000000000,4660.09,673.98,45.26999999999950,86.07999999999990,3974.95,702.8,46.91000000000030,88.7700000000001,4080.27,590.4,40.559999999999900,60.42000000000010,4071.04,554.76,26.329999999999900,39.690000000000100,4224.93,523.87,25.65999999999990,46.29000000000000,4581.33,603.45,41.42000000000010,64.16000000000000,4209.4,531.56,27.49000000000070,41.34000000000000,3953.15,491.94,17.559999999999900,34.04000000000000,3538.15,609.94,33.23000000000000,73.96999999999990,4206.69,592.74,48.33000000000080,79.24000000000000,3811.28,567.51,39.50999999999980,61.59000000000000,4168.79,546.49,26.46000000000000,48.63,3936.32,526.9,27.67999999999980,42.26000000000000,3493.7,562.84,37.58000000000040,66.18999999999990,3531.23,518.2,18.079999999999900,39.559999999999900,3719.46,495.11,20.42999999999980,36.53000000000000,4102.59,523.18,24.050000000000200,40.0,2967.24,526.79,26.76000000000020,42.24000000000000,4360.53,567.05,14.460000000000000,12.030000000000100,4109.07,545.15,26.94000000000050,47.24000000000000,4356.92,555.74,21.86999999999990,40.68999999999990
781,3516.31,595.28,32.2800000000002,65.67000000000010,3590.3,512.75,17.770000000000000,39.16000000000000,4658.78,673.97,45.27000000000040,86.08999999999990,3971.05,703.0,46.91999999999960,88.77000000000000,4078.73,590.16,40.54999999999970,60.33000000000000,4070.77,554.73,26.259999999999800,39.60000000000000,4224.15,523.69,25.660000000000800,46.29000000000000,4582.17,603.54,41.42000000000010,64.30000000000010,4206.24,531.14,27.600000000000400,41.42000000000000,3951.21,491.66,17.559999999999900,34.04000000000000,3536.48,609.58,33.159999999999900,73.82999999999990,4203.74,592.61,48.32999999999990,79.24000000000000,3811.02,567.14,39.51000000000020,61.59000000000000,4166.98,546.51,26.46000000000000,48.63,3934.63,526.44,27.69000000000010,42.26000000000000,3494.08,562.58,37.5,65.9799999999999,3530.87,518.1,18.079999999999900,39.559999999999900,3718.85,495.05,20.44000000000010,36.53000000000000,4098.77,522.7,23.969999999999300,39.83999999999990,2967.9,526.74,26.759999999999800,42.24000000000000,4362.45,567.47,14.449999999999800,12.030000000000000,4108.04,544.89,26.890000000000300,47.05000000000010,4357.6,555.73,21.86999999999990,40.69999999999990
782,3515.81,595.06,32.11000000000010,65.41000000000010,3589.79,512.48,17.720000000000300,39.059999999999900,4657.48,673.96,45.27000000000040,86.08999999999990,3967.16,703.2,46.91000000000030,88.77000000000000,4077.18,589.92,40.559999999999900,60.24000000000000,4070.5,554.71,26.19999999999980,39.49000000000000,4223.37,523.51,25.65999999999990,46.29000000000000,4583.02,603.62,41.39999999999960,64.43999999999990,4203.08,530.72,27.72000000000030,41.5,3949.26,491.38,17.559999999999900,34.040000000000000,3534.81,609.21,33.090000000000100,73.69999999999990,4200.79,592.47,48.32999999999990,79.24000000000000,3810.75,566.77,39.51000000000020,61.59000000000000,4165.18,546.53,26.46000000000000,48.63,3933.09,526.51,27.67999999999980,42.26000000000000,3494.46,562.32,37.42999999999980,65.78000000000000,3530.51,518.0,18.08999999999970,39.559999999999900,3718.25,495.0,20.42999999999980,36.53000000000000,4094.95,522.22,23.890000000000300,39.67000000000000,2968.56,526.69,26.76000000000020,42.239999999999900,4364.36,567.9,14.460000000000000,12.020000000000000,4107.0,544.63,26.850000000000400,46.870000000000000,4358.28,555.72,21.86999999999990,40.69999999999990
783,3515.31,594.84,31.94000000000010,65.15000000000000,3589.29,512.21,17.670000000000100,38.96999999999990,4656.17,673.96,45.26999999999950,86.07999999999990,3963.27,703.39,46.909999999999900,88.78000000000000,4075.64,589.69,40.559999999999900,60.13,4071.27,554.75,26.20000000000030,39.49000000000000,4222.59,523.33,25.65999999999990,46.29000000000000,4583.86,603.71,41.40000000000060,64.57999999999990,4199.92,530.3,27.829999999999900,41.58000000000000,3947.32,491.11,17.559999999999900,34.040000000000000,3533.14,608.85,33.0300000000002,73.55000000000000,4197.84,592.34,48.32999999999990,79.24000000000000,3810.49,566.4,39.51000000000020,61.59000000000000,4163.38,546.55,26.44999999999980,48.63,3931.55,526.58,27.67999999999980,42.25,3494.84,562.05,37.34999999999990,65.58000000000000,3530.15,517.9,18.08999999999970,39.56000000000010,3717.64,494.95,20.44000000000010,36.53000000000000,4091.12,521.74,23.81999999999970,39.5,2969.22,526.64,26.76000000000020,42.24000000000000,4364.08,567.97,14.449999999999800,12.030000000000000,4105.96,544.36,26.81999999999970,46.68999999999990,4358.95,555.71,21.86999999999990,40.69999999999990
784,3514.81,594.61,31.770000000000000,64.90000000000000,3588.78,511.94,17.629999999999700,38.87000000000000,4654.87,673.95,45.27000000000040,86.07999999999990,3959.37,703.59,46.91000000000030,88.78000000000000,4074.1,589.45,40.54999999999970,60.04000000000000,4072.04,554.79,26.19999999999980,39.49000000000000,4221.81,523.15,25.65999999999990,46.29000000000010,4584.71,603.79,41.38000000000010,64.73000000000000,4196.75,529.87,27.96000000000000,41.68000000000000,3945.37,490.83,17.559999999999900,34.04000000000000,3531.46,608.49,32.9699999999998,73.41000000000000,4194.89,592.2,48.32999999999990,79.24000000000000,3810.23,566.03,39.50999999999980,61.59000000000000,4161.57,546.57,26.46000000000000,48.63,3930.0,526.64,27.69000000000010,42.26000000000000,3495.22,561.79,37.2800000000002,65.38,3529.79,517.8,18.090000000000100,39.56000000000010,3717.04,494.9,20.42999999999980,36.53000000000000,4087.3,521.26,23.73999999999980,39.33000000000000,2969.88,526.59,26.759999999999800,42.24000000000000,4363.8,568.04,14.449999999999800,12.030000000000100,4104.93,544.1,26.769999999999500,46.51000000000000,4359.63,555.7,21.86999999999990,40.69999999999990
785,3514.31,594.39,31.59999999999990,64.64000000000000,3588.27,511.67,17.579999999999900,38.77000000000000,4653.56,673.94,45.26999999999950,86.08999999999990,3955.48,703.79,46.909999999999900,88.78000000000010,4072.55,589.21,40.55999999999950,59.94999999999990,4072.81,554.83,26.20000000000030,39.49000000000000,4221.03,522.97,25.65999999999990,46.28000000000000,4585.56,603.87,41.36999999999990,64.88,4193.59,529.45,28.06999999999970,41.76000000000000,3943.61,491.21,17.58999999999970,33.410000000000000,3529.79,608.13,32.909999999999900,73.27000000000000,4191.94,592.07,48.33000000000080,79.2399999999999,3810.77,566.2,39.51000000000020,61.58999999999990,4159.77,546.59,26.459999999999100,48.63,3928.46,526.71,27.69000000000010,42.26000000000000,3495.6,561.53,37.21000000000000,65.17000000000010,3529.43,517.7,18.090000000000100,39.569999999999900,3716.44,494.84,20.42999999999980,36.53000000000000,4083.48,520.78,23.66999999999960,39.16000000000010,2970.54,526.53,26.76000000000020,42.24000000000000,4363.51,568.12,14.449999999999800,12.030000000000000,4103.89,543.84,26.729999999999600,46.319999999999900,4360.3,555.69,21.88000000000010,40.69999999999990
786,3513.81,594.17,31.42999999999980,64.38,3587.77,511.4,17.5300000000002,38.680000000000100,4652.25,673.93,45.27999999999980,86.09000000000000,3951.58,703.99,46.909999999999900,88.78000000000000,4071.01,588.98,40.55999999999950,59.85000000000000,4073.58,554.87,26.19999999999980,39.5,4220.25,522.78,25.65999999999990,46.29000000000010,4586.4,603.96,41.36000000000060,65.01000000000000,4190.43,529.03,28.1899999999996,41.84000000000000,3941.85,491.59,17.610000000000100,32.78000000000000,3528.12,607.76,32.840000000000100,73.13,4188.99,591.93,48.32000000000060,79.24000000000000,3811.3,566.37,39.52000000000000,61.59000000000000,4157.97,546.61,26.44999999999980,48.63,3926.92,526.78,27.67999999999980,42.26000000000000,3495.98,561.27,37.13000000000010,64.97000000000000,3529.07,517.61,18.08999999999970,39.559999999999900,3715.83,494.79,20.43000000000030,36.53000000000000,4079.66,520.3,23.590000000000100,38.99000000000000,2971.2,526.48,26.76000000000020,42.24000000000000,4363.23,568.19,14.450000000000700,12.030000000000000,4102.85,543.58,26.69999999999980,46.14000000000000,4360.98,555.68,21.8700000000008,40.700000000000000
787,3513.31,593.95,31.26000000000020,64.12,3586.96,511.21,17.529999999999700,38.68000000000000,4650.95,673.93,45.27000000000040,86.08000000000000,3947.69,704.19,46.909999999999900,88.78000000000000,4069.47,588.74,40.559999999999900,59.76000000000000,4074.35,554.91,26.20000000000030,39.5,4219.47,522.6,25.65999999999990,46.29000000000000,4587.25,604.04,41.35000000000040,65.16000000000010,4187.26,528.6,28.30999999999950,41.93000000000000,3940.08,491.97,17.65000000000010,32.15000000000000,3526.45,607.4,32.7800000000002,72.99000000000000,4186.04,591.8,48.31999999999970,79.24000000000000,3811.84,566.54,39.52000000000000,61.59000000000000,4156.16,546.63,26.46000000000000,48.63,3925.37,526.84,27.69000000000010,42.26000000000000,3496.36,561.0,37.059999999999900,64.77000000000000,3528.71,517.51,18.090000000000100,39.56000000000010,3713.58,494.62,20.43000000000030,36.53000000000000,4075.83,519.82,23.52000000000040,38.82999999999990,2971.86,526.43,26.759999999999800,42.24000000000000,4362.94,568.27,14.460000000000000,12.020000000000000,4101.82,543.32,26.650000000000500,45.94999999999990,4362.05,555.84,21.86999999999990,40.69999999999990
788,3512.81,593.72,31.090000000000100,63.870000000000000,3586.16,511.02,17.5300000000002,38.680000000000100,4649.64,673.92,45.27999999999980,86.08000000000000,3943.79,704.39,46.92000000000010,88.78000000000000,4067.92,588.5,40.55999999999950,59.66000000000000,4075.13,554.95,26.19999999999980,39.5,4218.69,522.42,25.660000000000800,46.29000000000010,4587.59,604.02,41.349999999999500,65.16000000000000,4184.1,528.18,28.42999999999940,42.010000000000100,3938.32,492.36,17.679999999999800,31.520000000000000,3524.78,607.04,32.70999999999960,72.85000000000000,4183.09,591.66,48.31999999999970,79.24000000000000,3812.38,566.71,39.50999999999980,61.58999999999990,4154.36,546.65,26.46000000000000,48.63,3923.83,526.91,27.69000000000010,42.26000000000000,3496.74,560.74,36.98000000000000,64.56999999999990,3528.36,517.41,18.079999999999900,39.56000000000010,3711.32,494.44,20.44000000000010,36.53000000000000,4072.01,519.34,23.4399999999996,38.66000000000000,2972.52,526.38,26.76000000000020,42.24000000000000,4362.66,568.34,14.449999999999800,12.030000000000000,4100.78,543.06,26.610000000000600,45.770000000000100,4363.11,556.0,21.86999999999990,40.700000000000000
789,3512.31,593.5,30.92000000000010,63.610000000000000,3585.35,510.83,17.5300000000002,38.68000000000000,4648.28,674.06,45.27000000000040,86.08000000000000,3939.9,704.59,46.909999999999900,88.78000000000000,4066.38,588.26,40.55999999999950,59.57000000000010,4075.9,555.0,26.20000000000030,39.49000000000000,4217.9,522.24,25.67000000000010,46.29000000000000,4587.93,603.99,41.349999999999500,65.16000000000000,4180.94,527.76,28.550000000000200,42.09000000000000,3936.55,492.74,17.7199999999998,30.890000000000000,3523.11,606.67,32.65000000000010,72.71000000000000,4180.14,591.53,48.31999999999970,79.24000000000000,3812.92,566.88,39.50999999999980,61.59000000000000,4152.55,546.67,26.46000000000000,48.63,3922.29,526.98,27.67999999999980,42.26000000000000,3497.12,560.48,36.91000000000030,64.37,3528.0,517.31,18.079999999999900,39.56000000000010,3709.07,494.27,20.42999999999980,36.53000000000000,4068.19,518.86,23.360000000000100,38.49000000000000,2973.18,526.33,26.76000000000020,42.24000000000000,4362.37,568.41,14.460000000000000,12.030000000000100,4099.74,542.8,26.579999999999900,45.59000000000000,4364.17,556.16,21.88000000000010,40.690000000000100
790,3511.81,593.28,30.75,63.35000000000000,3584.55,510.64,17.529999999999700,38.680000000000100,4646.91,674.19,45.27000000000040,86.08999999999990,3936.0,704.79,46.92000000000010,88.78000000000010,4064.84,588.03,40.55999999999950,59.47000000000000,4076.67,555.04,26.19999999999980,39.49000000000000,4217.12,522.06,25.67000000000010,46.280000000000100,4588.27,603.97,41.349999999999500,65.16000000000000,4177.78,527.34,28.65999999999990,42.17000000000000,3934.79,493.12,17.740000000000200,30.26000000000000,3521.43,606.31,32.590000000000100,72.57000000000010,4177.18,591.39,48.32999999999990,79.24000000000000,3813.46,567.05,39.50999999999980,61.60000000000000,4150.75,546.69,26.46000000000000,48.63,3920.75,527.05,27.67999999999980,42.25,3497.5,560.21,36.84000000000020,64.17000000000000,3527.64,517.21,18.090000000000100,39.559999999999900,3706.81,494.09,20.44000000000010,36.53000000000000,4064.37,518.38,23.290000000000000,38.32000000000010,2973.84,526.27,26.759999999999800,42.24000000000000,4362.09,568.49,14.449999999999800,12.030000000000000,4098.7,542.54,26.540000000000000,45.40000000000010,4365.24,556.31,21.86999999999990,40.700000000000000
791,3511.3,593.06,30.58999999999970,63.09000000000000,3583.74,510.45,17.5300000000002,38.68000000000000,4645.55,674.33,45.26999999999950,86.08999999999990,3932.11,704.99,46.909999999999900,88.78000000000000,4063.29,587.79,40.5600000000004,59.38,4077.44,555.08,26.20000000000030,39.49000000000000,4216.34,521.87,25.67000000000010,46.29000000000000,4588.6,603.95,41.35999999999970,65.16000000000000,4174.61,526.91,28.790000000000000,42.26000000000000,3933.03,493.5,17.770000000000000,29.630000000000000,3519.76,605.95,32.52000000000000,72.43000000000000,4174.23,591.26,48.33000000000080,79.24000000000000,3814.0,567.22,39.51000000000020,61.60000000000000,4149.73,546.71,26.46000000000000,48.63,3919.2,527.11,27.69000000000010,42.26000000000000,3497.88,559.95,36.75999999999980,63.96999999999990,3527.28,517.11,18.08999999999970,39.569999999999900,3704.56,493.92,20.42999999999980,36.53000000000000,4060.54,517.9,23.22000000000030,38.15000000000000,2974.5,526.22,26.76000000000020,42.24000000000000,4361.81,568.56,14.449999999999800,12.030000000000100,4097.67,542.28,26.48999999999980,45.22000000000000,4366.3,556.47,21.86999999999990,40.69999999999990
792,3510.8,592.83,30.41999999999960,62.83999999999990,3582.94,510.26,17.529999999999700,38.680000000000100,4644.18,674.47,45.26999999999950,86.07999999999990,3928.21,705.19,46.92000000000010,88.78000000000000,4061.75,587.55,40.5600000000004,59.29000000000010,4078.21,555.12,26.19999999999980,39.49000000000000,4215.56,521.69,25.669999999999200,46.29000000000000,4588.94,603.93,41.36000000000060,65.16000000000010,4171.45,526.49,28.900000000000500,42.35000000000000,3931.26,493.89,17.809999999999900,28.99000000000000,3518.09,605.58,32.46000000000000,72.29000000000000,4171.28,591.12,48.32999999999990,79.24000000000000,3814.54,567.39,39.51000000000020,61.60000000000000,4148.72,546.73,26.46000000000000,48.63,3917.66,527.18,27.69000000000010,42.260000000000100,3498.26,559.69,36.6899999999996,63.76000000000000,3526.92,517.02,18.090000000000100,39.56000000000010,3702.3,493.74,20.4399999999996,36.53000000000000,4056.72,517.42,23.140000000000300,37.99000000000000,2975.16,526.17,26.76000000000020,42.24000000000000,4362.37,567.23,14.449999999999800,12.020000000000000,4096.63,542.02,26.46000000000000,45.03000000000000,4367.37,556.63,21.86999999999990,40.690000000000100
793,3510.3,592.61,30.25,62.58000000000000,3582.13,510.08,17.529999999999700,38.670000000000000,4642.81,674.61,45.26999999999950,86.08000000000000,3924.32,705.39,46.909999999999900,88.78000000000000,4060.21,587.31,40.5600000000004,59.200000000000000,4078.98,555.16,26.20000000000030,39.5,4214.78,521.51,25.65999999999990,46.29000000000000,4589.28,603.9,41.36000000000060,65.16000000000000,4168.29,526.07,29.02000000000040,42.43000000000000,3929.5,494.27,17.829999999999900,28.360000000000000,3516.42,605.22,32.38999999999990,72.15000000000000,4168.33,590.99,48.32999999999990,79.24000000000000,3815.08,567.56,39.51000000000020,61.60000000000000,4147.7,546.75,26.46000000000000,48.63,3916.12,527.25,27.68000000000030,42.25,3498.64,559.43,36.620000000000300,63.56000000000010,3526.56,516.92,18.090000000000100,39.56000000000010,3700.05,493.57,20.42999999999980,36.53000000000000,4052.9,516.94,23.059999999999900,37.819999999999900,2975.82,526.12,26.759999999999800,42.24000000000000,4362.93,565.89,14.449999999999800,12.030000000000000,4095.59,541.76,26.42000000000010,44.85000000000000,4368.43,556.78,21.86999999999990,40.700000000000000
794,3509.8,592.39,30.079999999999900,62.32000000000010,3581.33,509.89,17.5300000000002,38.67000000000000,4641.45,674.74,45.27000000000040,86.09000000000000,3920.42,705.59,46.92000000000010,88.78000000000000,4058.66,587.08,40.5600000000004,59.08999999999990,4079.75,555.2,26.19999999999980,39.5,4214.0,521.33,25.65999999999990,46.29000000000000,4589.62,603.88,41.35999999999970,65.16000000000000,4165.12,525.65,29.140000000000300,42.51000000000000,3927.73,494.65,17.86999999999990,27.74000000000000,3514.75,604.86,32.32999999999990,72.01000000000000,4165.38,590.85,48.32999999999990,79.24000000000000,3815.62,567.73,39.51000000000020,61.60000000000000,4146.68,546.77,26.46000000000000,48.63,3914.57,527.31,27.69000000000010,42.260000000000100,3499.02,559.16,36.54000000000000,63.360000000000000,3526.2,516.82,18.090000000000100,39.559999999999900,3697.8,493.39,20.42999999999980,36.54000000000000,4049.07,516.46,22.98999999999980,37.65000000000000,2976.48,526.07,26.759999999999800,42.239999999999900,4363.49,564.55,14.460000000000000,12.030000000000100,4094.56,541.5,26.370000000000300,44.66000000000000,4369.5,556.94,21.86999999999990,40.69999999999990
795,3509.3,592.17,29.90999999999990,62.06000000000010,3580.52,509.7,17.5300000000002,38.68000000000000,4640.08,674.88,45.27000000000040,86.09000000000000,3916.53,705.79,46.909999999999900,88.78000000000010,4057.12,586.84,40.5600000000004,59.0,4080.52,555.25,26.20000000000030,39.49000000000000,4213.22,521.15,25.65999999999990,46.29000000000010,4589.96,603.86,41.35999999999970,65.16000000000000,4161.96,525.22,29.26000000000020,42.60000000000000,3925.97,495.03,17.90000000000010,27.110000000000000,3513.07,604.5,32.27000000000000,71.86000000000000,4162.43,590.72,48.32999999999990,79.24000000000000,3816.16,567.91,39.51000000000020,61.59000000000000,4145.67,546.78,26.46000000000000,48.64000000000000,3913.03,527.38,27.6899999999996,42.26000000000000,3499.4,558.9,36.4699999999998,63.16000000000000,3525.84,516.72,18.08999999999970,39.559999999999900,3695.54,493.22,20.42999999999980,36.53000000000000,4045.25,515.98,22.92000000000010,37.48000000000000,2977.14,526.01,26.76000000000020,42.24000000000000,4364.05,563.22,14.460000000000000,12.030000000000000,4093.52,541.24,26.33999999999970,44.48000000000000,4370.56,557.1,21.86999999999990,40.69999999999990
796,3508.8,591.94,29.73999999999980,61.809999999999900,3579.72,509.51,17.5300000000002,38.680000000000100,4638.71,675.02,45.27999999999980,86.09000000000000,3912.64,705.99,46.91000000000030,88.78000000000000,4055.58,586.6,40.5600000000004,58.91000000000000,4081.29,555.29,26.19999999999980,39.49000000000000,4212.44,520.97,25.660000000000800,46.28000000000000,4590.3,603.83,41.35999999999970,65.16000000000000,4158.8,524.8,29.36999999999990,42.680000000000100,3924.21,495.42,17.920000000000100,26.47000000000000,3511.4,604.13,32.21000000000000,71.73000000000000,4159.48,590.58,48.33000000000080,79.24000000000000,3816.7,568.08,39.51000000000020,61.58999999999990,4144.65,546.8,26.46000000000000,48.6400000000001,3911.49,527.45,27.68000000000030,42.26000000000000,3499.15,558.99,36.4699999999998,63.16000000000000,3525.49,516.62,18.080000000000400,39.559999999999900,3693.29,493.05,20.42999999999980,36.53000000000000,4041.43,515.5,22.840000000000100,37.309999999999900,2977.8,525.96,26.759999999999800,42.24000000000000,4364.62,561.88,14.449999999999800,12.030000000000000,4092.48,540.98,26.299999999999700,44.30000000000000,4371.63,557.25,21.86999999999990,40.700000000000000
797,3508.3,591.72,29.56999999999970,61.55000000000000,3578.91,509.32,17.5300000000002,38.68000000000000,4637.35,675.16,45.26999999999950,86.08000000000000,3908.74,706.19,46.91000000000030,88.77000000000000,4054.03,586.37,40.559999999999900,58.809999999999900,4082.06,555.33,26.20000000000030,39.49000000000000,4211.66,520.78,25.65999999999990,46.29000000000010,4590.64,603.81,41.35999999999970,65.16000000000010,4155.63,524.38,29.5,42.76000000000000,3922.44,495.8,17.960000000000000,25.84000000000000,3509.73,603.77,32.13999999999990,71.58000000000000,4156.53,590.45,48.32000000000060,79.24000000000000,3817.23,568.25,39.52000000000000,61.59000000000000,4143.64,546.82,26.44999999999980,48.63,3909.94,527.51,27.69000000000010,42.26000000000000,3498.89,559.08,36.470000000000300,63.16000000000000,3525.13,516.52,18.079999999999900,39.57000000000010,3691.03,492.87,20.42999999999980,36.53000000000000,4037.61,515.02,22.759999999999800,37.14000000000000,2978.46,525.91,26.759999999999800,42.24000000000000,4365.18,560.55,14.449999999999800,12.020000000000100,4091.44,540.72,26.259999999999800,44.110000000000000,4372.69,557.41,21.8700000000008,40.700000000000000
798,3507.8,591.5,29.39999999999960,61.29000000000000,3578.1,509.13,17.540000000000000,38.68000000000000,4635.98,675.3,45.27000000000040,86.08000000000000,3904.85,706.39,46.91000000000030,88.77000000000000,4052.49,586.13,40.5600000000004,58.72000000000000,4082.83,555.37,26.19999999999980,39.49000000000000,4210.88,520.6,25.65999999999990,46.29000000000000,4590.98,603.79,41.36000000000060,65.16000000000010,4152.47,523.95,29.60999999999970,42.84999999999990,3920.45,495.65,17.960000000000000,25.850000000000000,3508.06,603.41,32.07999999999990,71.44000000000010,4153.58,590.31,48.31999999999970,79.24000000000000,3817.77,568.42,39.51000000000020,61.59000000000000,4142.62,546.84,26.46000000000000,48.63,3908.4,527.58,27.69000000000010,42.26000000000000,3498.64,559.17,36.470000000000300,63.16000000000010,3524.77,516.43,18.090000000000100,39.56000000000010,3688.78,492.7,20.42999999999980,36.53000000000000,4033.78,514.54,22.6899999999996,36.98000000000000,2979.12,525.86,26.76000000000020,42.24000000000000,4365.74,559.21,14.449999999999800,12.030000000000000,4090.41,540.46,26.21000000000000,43.93000000000000,4373.76,557.57,21.86999999999990,40.69999999999990
799,3507.3,591.28,29.23000000000000,61.03000000000000,3577.3,508.94,17.529999999999700,38.68000000000000,4634.62,675.43,45.27000000000040,86.09000000000000,3900.95,706.59,46.91000000000030,88.77000000000000,4050.95,585.89,40.5600000000004,58.620000000000000,4083.61,555.41,26.20000000000030,39.49000000000000,4210.1,520.42,25.65999999999990,46.29000000000010,4591.32,603.76,41.36000000000060,65.16000000000000,4149.31,523.53,29.729999999999600,42.930000000000100,3918.46,495.51,17.960000000000000,25.840000000000000,3506.39,603.04,32.01000000000020,71.31000000000010,4150.63,590.18,48.31999999999970,79.24000000000000,3818.31,568.59,39.51000000000020,61.58999999999990,4141.6,546.86,26.46000000000000,48.63,3906.86,527.65,27.69000000000010,42.26000000000000,3498.39,559.26,36.470000000000300,63.16000000000000,3524.41,516.33,18.090000000000100,39.559999999999900,3687.17,492.69,20.360000000000100,36.49000000000000,4029.96,514.06,22.610000000000100,36.81000000000010,2979.78,525.8,26.759999999999800,42.24000000000000,4366.3,557.87,14.460000000000000,12.030000000000000,4089.37,540.19,26.18000000000030,43.75,4374.82,557.73,21.86999999999990,40.68999999999990
800,3506.8,591.05,29.059999999999900,60.780000000000100,3576.49,508.75,17.54000000000040,38.68000000000000,4633.25,675.57,45.27000000000040,86.08999999999990,3897.06,706.79,46.909999999999900,88.77000000000000,4049.4,585.65,40.56999999999970,58.53000000000000,4084.38,555.45,26.19999999999980,39.5,4209.32,520.24,25.65999999999990,46.29000000000000,4591.66,603.74,41.36000000000060,65.16000000000000,4146.15,523.11,29.840000000000100,43.02000000000000,3916.47,495.36,17.960000000000000,25.840000000000000,3505.42,602.71,31.94999999999980,71.16000000000000,4147.68,590.04,48.31999999999970,79.24000000000000,3818.85,568.76,39.51000000000020,61.60000000000000,4140.59,546.88,26.46000000000000,48.63,3905.32,527.72,27.67999999999980,42.25,3498.13,559.35,36.4699999999998,63.16000000000000,3524.05,516.23,18.08999999999970,39.559999999999900,3685.56,492.69,20.2800000000002,36.45000000000000,4026.77,513.8,22.540000000000000,36.6400000000001,2980.44,525.75,26.759999999999800,42.24000000000000,4367.49,561.0,14.449999999999800,12.030000000000000,4088.33,539.93,26.140000000000300,43.57000000000010,4375.89,557.88,21.86999999999990,40.700000000000000
801,3506.3,590.83,28.88999999999990,60.52000000000000,3575.69,508.56,17.529999999999700,38.68000000000000,4631.88,675.71,45.26999999999950,86.07999999999990,3893.16,706.99,46.92000000000010,88.77000000000000,4047.86,585.42,40.559999999999900,58.430000000000100,4085.15,555.49,26.20000000000030,39.5,4208.53,520.06,25.67000000000010,46.280000000000100,4592.0,603.72,41.35999999999970,65.16000000000000,4142.98,522.69,29.97000000000030,43.09999999999990,3914.49,495.22,17.950000000000300,25.83999999999990,3504.45,602.38,31.890000000000300,71.02000000000000,4144.72,589.91,48.32999999999990,79.24000000000000,3819.39,568.93,39.51000000000020,61.60000000000000,4139.57,546.9,26.46000000000000,48.63,3903.77,527.78,27.69000000000010,42.26000000000000,3497.88,559.44,36.4699999999998,63.16000000000000,3523.69,516.13,18.090000000000100,39.56000000000010,3683.95,492.68,20.21000000000000,36.410000000000000,4023.57,513.54,22.4699999999998,36.48000000000000,2981.1,525.7,26.76000000000020,42.24000000000000,4368.68,564.13,14.449999999999800,12.030000000000000,4087.3,539.67,26.090000000000100,43.38,4376.95,558.04,21.86999999999990,40.700000000000000
802,3505.8,590.61,28.7199999999998,60.26000000000000,3574.88,508.37,17.540000000000000,38.68000000000000,4630.52,675.85,45.26999999999950,86.07999999999990,3889.27,707.19,46.909999999999900,88.77000000000000,4046.32,585.18,40.559999999999900,58.34000000000000,4085.92,555.54,26.19999999999980,39.49000000000000,4207.75,519.87,25.67000000000010,46.29000000000000,4592.34,603.7,41.35999999999970,65.16000000000000,4139.82,522.26,30.079999999999900,43.190000000000100,3912.5,495.07,17.949999999999800,25.84000000000000,3503.49,602.04,31.820000000000200,70.88,4141.77,589.77,48.32999999999990,79.24000000000000,3819.93,569.1,39.51000000000020,61.60000000000000,4138.55,546.92,26.46000000000000,48.63,3902.84,527.88,27.69000000000010,42.26000000000000,3497.63,559.54,36.4699999999998,63.15000000000010,3523.33,516.03,18.090000000000100,39.56000000000010,3682.34,492.67,20.12999999999970,36.37999999999990,4020.38,513.29,22.38999999999990,36.30000000000010,2981.76,525.65,26.759999999999800,42.24000000000000,4369.87,567.25,14.449999999999800,12.030000000000000,4086.26,539.41,26.05999999999950,43.200000000000000,4378.01,558.2,21.88000000000010,40.68999999999990
